Date,Open,High,Low,Close,Adj Close,Volume
2019-11-25,490.000000,497.500000,489.750000,492.500000,492.486206,16640
2019-11-26,500.000000,500.000000,482.875000,485.125000,485.111420,7960
2019-11-27,486.250000,489.750000,479.375000,485.625000,485.611389,17080
2019-11-28,489.250000,497.500000,487.500000,489.750000,489.736267,5200
2019-11-29,497.500000,507.000000,489.500000,505.500000,505.485840,16120
2019-12-02,505.000000,505.250000,487.500000,500.125000,500.110992,20280
2019-12-03,500.000000,500.250000,477.500000,482.000000,481.986511,26040
2019-12-04,494.250000,502.000000,481.250000,501.375000,501.360962,17080
2019-12-05,502.000000,529.750000,501.250000,527.875000,527.860229,24960
2019-12-06,527.875000,544.750000,525.000000,536.625000,536.609985,63040
2019-12-09,537.500000,537.500000,509.500000,515.250000,515.235596,101080
2019-12-10,523.750000,523.750000,502.875000,506.250000,506.235809,12720
2019-12-11,524.750000,524.750000,501.000000,513.750000,513.735596,12600
2019-12-12,524.250000,524.250000,487.500000,499.750000,499.735992,20080
2019-12-13,500.000000,508.000000,498.750000,507.625000,507.610779,25520
2019-12-16,520.000000,532.500000,520.000000,532.125000,532.110107,33280
2019-12-17,532.250000,543.750000,518.250000,529.125000,529.110168,27400
2019-12-18,537.500000,539.500000,510.000000,514.000000,513.985596,18720
2019-12-19,523.750000,523.750000,508.375000,510.500000,510.485687,23680
2019-12-20,520.000000,535.000000,507.750000,511.000000,510.985687,13240
2019-12-23,511.000000,518.750000,502.500000,512.000000,511.985657,93160
2019-12-26,515.000000,527.750000,508.750000,525.875000,525.860291,31880
2019-12-27,526.250000,540.375000,526.000000,533.750000,533.735046,42840
2019-12-30,533.625000,540.000000,523.750000,538.125000,538.109924,20640
2020-01-02,540.000000,563.250000,540.000000,562.625000,562.609253,19720
2020-01-03,563.750000,579.875000,558.750000,572.000000,571.983948,26040
2020-01-06,572.500000,582.500000,558.625000,582.500000,582.483704,26160
2020-01-07,600.000000,600.000000,572.250000,581.375000,581.358704,18480
2020-01-08,584.625000,589.375000,574.625000,587.250000,587.233521,24600
2020-01-09,600.000000,609.250000,595.000000,603.375000,603.358093,39000
2020-01-10,609.250000,620.000000,605.000000,618.500000,618.482666,34040
2020-01-13,618.250000,636.000000,614.250000,634.500000,634.482239,44680
2020-01-14,637.500000,650.125000,630.250000,636.000000,635.982178,31080
2020-01-15,637.000000,639.500000,626.875000,635.625000,635.607178,15400
2020-01-16,639.500000,645.000000,635.250000,640.875000,640.857056,28320
2020-01-17,641.500000,650.000000,637.500000,637.875000,637.857117,12040
2020-01-20,638.875000,657.500000,638.750000,654.375000,654.356689,13040
2020-01-21,675.000000,675.000000,639.875000,644.125000,644.106934,16200
2020-01-22,645.250000,654.250000,645.250000,652.750000,652.731689,24280
2020-01-23,655.000000,668.375000,645.500000,666.875000,666.856323,26040
2020-01-24,675.000000,675.000000,664.750000,667.125000,667.106323,27240
2020-01-27,650.000000,656.375000,635.000000,650.500000,650.481750,36280
2020-01-28,650.625000,674.500000,632.750000,674.000000,673.981140,20720
2020-01-29,680.000000,696.500000,678.500000,688.750000,688.730713,27600
2020-01-30,688.750000,688.750000,666.250000,676.125000,676.106079,34480
2020-01-31,677.375000,685.500000,664.000000,668.125000,668.106262,19440
2020-02-03,637.500000,662.250000,635.125000,646.500000,646.481873,24760
2020-02-04,655.625000,685.125000,650.000000,675.875000,675.856079,403720
2020-02-05,685.000000,687.500000,671.250000,676.250000,676.231079,19880
2020-02-06,676.500000,688.500000,674.750000,686.750000,686.730774,30000
2020-02-07,686.750000,687.500000,670.625000,671.750000,671.750000,21880
2020-02-10,672.500000,672.625000,650.000000,669.375000,669.375000,21120
2020-02-11,692.500000,692.500000,672.625000,675.125000,675.125000,15840
